category,price,discount,quantity,payment_method,delivery_time_days,region,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,returned
3,15.47,0.2,1,0,6,1,12.38,3.76,-2.77,33,0,0
5,183.1,0.1,3,2,5,1,494.37,8.16,140.15,25,0,0
4,23.42,0.0,1,2,5,1,23.42,3.06,3.5,63,0,0
1,413.66,0.0,1,1,6,3,413.66,7.68,41.96,51,0,0
1,798.63,0.0,1,0,5,2,798.63,10.16,85.68,27,1,0
0,47.03,0.1,2,1,7,1,84.65,6.56,31.53,69,0,0
1,358.81,0.1,1,1,6,3,322.93,9.69,29.06,53,0,0
1,63.0,0.15,1,1,4,3,53.55,6.87,-0.44,63,0,0
4,113.15,0.0,2,5,3,0,226.3,5.94,57.42,40,0,0
1,587.79,0.1,2,1,4,4,1058.02,10.97,115.99,65,1,0
1,377.31,0.3,1,2,7,1,264.12,7.39,24.3,31,1,1
0,5.13,0.0,2,2,4,2,10.26,5.85,-1.23,20,0,0
6,6.23,0.1,1,2,4,0,5.61,4.3,-2.06,23,0,1
5,95.49,0.0,1,2,7,4,95.49,9.55,19.1,29,0,0
2,41.27,0.05,1,5,4,2,39.21,4.54,9.18,31,0,0
1,244.9,0.0,1,2,3,0,244.9,9.04,20.35,69,0,0
3,25.67,0.0,1,4,5,3,25.67,6.2,-4.15,26,1,0
2,18.0,0.05,1,1,5,1,17.1,4.92,1.07,52,0,0
6,13.76,0.0,1,1,3,0,13.76,3.78,1.72,22,0,0
2,12.02,0.0,1,1,6,1,12.02,2.95,1.26,35,0,0
2,78.78,0.0,2,1,4,2,157.56,6.89,48.26,34,0,0
3,30.68,0.15,1,5,6,1,26.08,4.27,-2.18,35,0,0
4,29.95,0.05,5,2,6,4,142.26,8.21,31.62,42,0,0
2,30.33,0.0,2,0,5,1,60.66,6.1,15.13,34,1,0
5,81.16,0.0,1,4,7,1,81.16,5.8,18.55,48,1,0
1,247.24,0.15,2,2,5,4,420.31,10.77,39.67,34,0,0
1,172.16,0.1,1,1,4,3,154.94,6.59,12.0,39,0,0
5,53.5,0.0,1,5,5,2,53.5,6.63,9.42,39,0,0
1,148.88,0.05,2,0,7,1,282.87,7.44,26.5,46,0,0
4,224.79,0.0,1,4,3,2,224.79,8.97,53.97,28,1,0
2,5.28,0.0,5,1,5,1,26.4,6.45,2.79,41,0,0
0,11.2,0.0,1,1,4,0,11.2,3.58,1.46,27,1,0
4,15.84,0.3,1,2,4,2,11.09,4.66,-1.55,64,1,0
1,601.81,0.0,1,3,3,2,601.81,9.45,62.77,46,2,0
4,356.57,0.2,1,1,5,4,285.26,6.95,72.92,28,1,0
5,20.08,0.05,4,0,7,1,76.3,6.31,16.58,54,0,0
4,43.26,0.0,2,1,4,4,86.52,5.57,18.66,42,1,0
0,19.7,0.05,1,3,4,4,18.72,2.66,5.76,42,1,0
4,35.31,0.0,2,1,5,3,70.62,6.55,13.22,57,0,0
0,4.04,0.05,1,0,4,3,3.84,1.7,0.03,44,0,0
2,114.88,0.0,2,2,5,1,229.76,7.71,72.71,45,2,0
1,518.88,0.05,1,1,5,4,492.94,7.97,51.18,54,0,0
3,7.82,0.0,1,2,5,4,7.82,3.1,-2.47,36,0,0
4,51.6,0.0,4,1,7,1,206.4,8.46,49.33,64,1,0
2,45.66,0.0,1,1,4,3,45.66,4.41,11.57,35,0,0
3,1.16,0.0,1,2,4,4,1.16,1.17,-1.08,19,0,0
5,27.02,0.0,1,0,4,2,27.02,4.47,3.64,56,0,0
2,39.47,0.2,2,0,5,1,63.15,6.34,15.76,51,1,0
0,45.85,0.05,1,3,3,2,43.56,3.49,16.11,32,0,0
1,407.42,0.0,1,3,4,3,407.42,9.15,39.74,25,1,0
6,20.5,0.0,1,4,7,1,20.5,4.38,3.82,32,0,0
6,42.65,0.0,2,1,6,1,85.3,6.55,27.57,19,1,0
4,155.1,0.2,1,1,7,4,124.08,8.27,26.47,31,0,0
2,38.46,0.0,2,1,6,1,76.92,6.03,20.89,43,0,0
2,34.39,0.05,1,1,4,4,32.67,6.21,5.22,20,1,0
2,156.11,0.0,1,2,5,4,156.11,7.5,47.14,39,0,0
5,163.41,0.1,1,1,4,3,147.07,7.02,37.1,24,0,0
0,8.88,0.0,1,4,4,4,8.88,2.33,1.67,35,1,1
5,55.16,0.0,1,1,5,3,55.16,5.32,11.23,57,0,0
2,24.76,0.0,1,1,4,2,24.76,5.96,2.71,18,1,0
2,25.99,0.0,4,4,5,2,103.96,6.92,29.47,53,0,0
5,90.41,0.0,1,1,6,1,90.41,5.76,21.36,24,0,0
4,17.8,0.0,1,4,4,2,17.8,5.89,-0.91,26,0,0
5,26.42,0.0,2,1,4,2,52.84,5.29,10.56,61,0,0
4,119.92,0.0,1,2,6,2,119.92,6.46,27.12,64,2,0
1,217.96,0.1,1,3,5,3,196.16,7.78,15.76,22,1,0
1,449.08,0.0,1,3,5,4,449.08,8.06,45.83,50,0,0
2,18.89,0.0,1,2,4,3,18.89,4.68,1.93,67,1,0
6,20.14,0.0,1,3,5,2,20.14,5.29,2.77,35,0,0
4,30.77,0.0,2,1,4,3,61.54,4.6,12.63,44,2,0
2,111.96,0.0,2,4,5,1,223.92,7.94,70.43,57,1,0
1,195.07,0.05,3,4,4,4,555.95,10.65,56.06,47,0,0
3,1.79,0.2,1,3,6,1,1.43,1.85,-1.74,63,1,0
0,10.47,0.0,1,1,3,2,10.47,3.79,0.92,33,0,0
2,34.22,0.0,1,0,4,2,34.22,5.33,6.65,29,2,0
2,23.79,0.05,1,2,5,1,22.6,5.41,2.5,44,0,0
3,3.25,0.0,1,1,4,3,3.25,1.45,-1.19,23,1,0
4,69.52,0.0,1,1,3,2,69.52,6.48,12.99,50,0,0
0,18.45,0.15,1,2,7,3,15.68,5.53,1.53,56,0,1
3,1.01,0.0,1,2,4,3,1.01,0.29,-0.21,54,0,0
4,281.88,0.0,1,1,5,2,281.88,6.56,72.37,53,0,0
1,314.74,0.1,1,1,6,1,283.27,10.57,23.42,41,1,0
0,5.85,0.05,3,1,4,4,16.67,5.13,2.37,25,0,0
1,661.92,0.05,1,2,4,3,628.82,9.42,66.04,58,1,0
4,148.65,0.05,1,1,4,2,141.22,6.96,32.58,23,1,0
6,15.15,0.0,1,1,5,1,15.15,3.91,2.15,25,1,0
0,40.43,0.0,1,2,4,4,40.43,6.94,11.25,47,1,0
4,116.07,0.0,1,5,5,4,116.07,8.1,24.4,33,1,0
0,51.72,0.0,1,2,7,1,51.72,3.77,19.5,38,0,0
4,88.44,0.0,1,1,5,4,88.44,7.05,17.71,31,1,0
0,24.53,0.0,1,3,7,1,24.53,5.16,5.88,48,0,0
3,19.85,0.0,2,0,5,1,39.7,4.6,-1.42,61,1,0
2,15.49,0.0,1,5,7,1,15.49,4.33,1.09,45,1,0
5,98.37,0.3,1,1,7,1,68.86,7.4,13.26,32,1,0
3,5.41,0.05,1,2,4,2,5.14,3.76,-3.35,51,1,0
3,2.81,0.1,1,1,6,1,2.53,2.17,-1.97,49,0,0
2,22.87,0.1,2,1,8,1,41.17,3.77,10.64,21,1,0
4,111.26,0.2,2,2,7,1,178.02,10.26,39.59,22,0,0
5,59.11,0.0,3,1,7,1,177.33,7.04,46.16,68,0,0
4,39.72,0.0,1,1,6,1,39.72,6.29,4.83,65,0,0
5,58.43,0.0,1,1,7,3,58.43,8.17,9.36,53,0,0
1,476.82,0.0,2,1,5,1,953.64,9.97,104.47,41,1,0
0,3.26,0.05,1,2,6,1,3.1,1.36,0.03,51,0,0
2,24.47,0.0,1,2,5,3,24.47,3.72,4.84,33,0,0
0,49.63,0.1,1,1,4,0,44.67,5.99,14.11,36,0,1
3,10.42,0.15,1,0,4,0,8.86,4.09,-3.38,65,0,0
1,231.97,0.0,4,3,5,0,927.88,8.86,102.49,56,0,0
3,20.44,0.05,1,3,4,3,19.42,4.84,-3.29,44,0,0
2,12.13,0.0,1,2,4,0,12.13,4.01,0.24,69,1,0
1,185.99,0.2,2,0,5,0,297.58,8.43,27.28,25,0,0
2,56.29,0.05,1,1,5,3,53.48,5.03,13.69,35,1,0
2,14.08,0.0,1,2,4,3,14.08,4.74,0.19,52,0,0
1,1266.15,0.2,4,4,6,1,4051.68,12.59,473.61,69,0,0
1,393.63,0.05,1,0,5,3,373.95,9.01,35.86,66,0,0
0,52.16,0.0,1,4,3,0,52.16,7.98,15.49,29,1,0
3,54.63,0.0,1,1,4,2,54.63,6.21,-1.84,55,0,0
1,168.22,0.0,1,0,4,2,168.22,9.29,10.9,56,1,0
3,42.28,0.1,2,1,6,1,76.1,6.28,-0.19,25,1,0
2,5.15,0.1,1,1,5,3,4.64,1.84,-0.22,43,0,0
4,34.28,0.0,1,0,4,3,34.28,5.35,4.25,45,0,0
3,9.64,0.0,2,5,6,1,19.28,3.6,-2.06,34,0,0
3,7.61,0.0,1,1,4,2,7.61,2.43,-1.82,37,1,0
3,1.27,0.0,1,2,4,0,1.27,0.0,0.1,49,1,0
1,613.41,0.0,1,2,7,4,613.41,9.45,64.16,46,0,0
5,18.33,0.1,1,4,4,4,16.5,4.53,0.42,34,0,0
4,79.34,0.3,1,2,4,2,55.54,6.71,8.84,67,1,0
1,448.95,0.0,1,1,6,2,448.95,8.52,45.35,29,1,0
4,149.47,0.0,1,0,5,1,149.47,7.42,34.43,60,0,0
2,5.81,0.0,5,0,5,1,29.05,5.44,4.73,65,0,0
0,14.26,0.1,1,1,5,1,12.83,3.59,2.18,38,0,0
4,27.27,0.0,1,2,5,3,27.27,6.43,1.21,60,0,0
1,131.3,0.05,3,2,4,0,374.21,8.28,36.63,25,1,0
2,86.69,0.0,2,3,4,4,173.38,7.52,53.16,39,0,0
1,64.89,0.05,1,2,5,2,61.65,7.85,-0.45,47,0,1
6,11.94,0.05,2,1,5,2,22.69,4.3,4.78,47,0,0
1,53.21,0.0,1,1,7,3,53.21,7.46,-1.07,29,0,0
6,8.45,0.0,2,2,5,1,16.9,2.65,4.11,62,0,0
1,965.42,0.0,1,3,5,0,965.42,10.69,105.16,47,1,0
0,11.47,0.2,1,1,5,2,9.18,2.72,1.41,45,1,0
0,17.95,0.0,1,2,6,4,17.95,5.73,2.35,44,0,0
2,95.92,0.0,2,3,4,0,191.84,6.96,60.18,40,1,0
6,19.72,0.0,1,0,5,0,19.72,5.57,2.32,28,0,0
1,57.66,0.05,1,3,3,0,54.78,5.29,1.28,62,0,0
4,90.79,0.05,4,2,5,1,345.0,9.34,87.26,32,0,0
6,36.55,0.05,2,1,3,0,69.44,4.47,23.31,54,1,0
1,222.63,0.1,1,1,5,1,200.37,10.22,13.82,60,2,0
2,344.06,0.05,1,1,4,4,326.86,7.78,106.62,69,1,0
4,102.09,0.1,1,5,6,1,91.88,6.71,19.02,40,0,0
6,9.67,0.3,1,2,4,4,6.77,4.25,-1.54,27,0,0
5,63.09,0.0,2,2,4,2,126.18,7.04,30.81,18,2,0
1,471.33,0.1,3,4,3,0,1272.59,9.97,142.74,46,0,1
1,471.73,0.0,1,1,6,1,471.73,8.0,48.61,61,1,0
0,17.76,0.1,2,1,6,1,31.97,2.93,11.46,56,1,0
0,16.94,0.05,1,0,7,1,16.09,3.86,3.38,64,1,0
2,273.7,0.3,1,1,6,1,191.59,8.63,58.43,33,1,0
3,8.04,0.0,1,0,4,0,8.04,3.89,-3.25,56,1,0
0,12.18,0.0,1,2,3,2,12.18,2.65,2.83,55,1,0
6,2.23,0.05,1,0,6,4,2.12,2.24,-1.39,54,0,0
1,65.91,0.1,1,3,7,1,59.32,7.63,-0.51,43,0,0
6,3.22,0.15,1,1,5,3,2.74,3.42,-2.32,21,1,0
6,20.85,0.1,1,5,3,2,18.76,3.14,4.36,45,0,0
2,21.19,0.0,1,1,6,1,21.19,5.85,1.57,55,0,0
4,36.7,0.0,1,1,3,2,36.7,6.22,4.06,58,0,0
4,242.79,0.0,1,1,4,3,242.79,8.38,59.6,33,1,0
5,11.89,0.05,1,0,6,1,11.3,3.55,-0.16,62,0,0
1,245.63,0.15,2,0,5,0,417.57,9.66,40.45,43,1,0
5,26.81,0.0,1,1,5,4,26.81,4.23,3.81,25,1,0
2,17.69,0.0,1,2,3,0,17.69,4.3,1.89,24,0,0
1,1008.02,0.0,1,0,8,1,1008.02,11.24,109.72,33,1,0
4,12.73,0.0,1,2,5,1,12.73,4.11,-0.55,20,1,0
0,43.56,0.0,1,3,4,3,43.56,5.09,14.51,60,1,0
5,295.41,0.0,2,1,4,4,590.82,10.33,166.92,37,1,0
5,101.72,0.0,1,2,5,1,101.72,5.73,24.79,22,1,0
2,17.04,0.05,2,0,6,1,32.38,6.2,5.13,28,0,0
5,133.11,0.0,1,1,7,1,133.11,7.05,32.88,51,0,0
4,118.46,0.2,1,0,6,3,94.77,8.08,18.46,57,1,0
1,232.02,0.05,1,2,3,2,220.42,6.93,19.52,27,2,0
4,68.27,0.1,1,2,3,2,61.44,5.13,12.07,46,1,0
1,1066.35,0.0,1,2,4,2,1066.35,9.36,118.6,23,0,0
0,8.84,0.05,4,4,9,3,33.59,8.34,6.78,25,1,1
2,33.99,0.0,1,2,5,3,33.99,7.2,4.7,40,1,0
0,3.82,0.0,1,4,6,1,3.82,2.48,-0.76,56,1,0
1,418.4,0.1,1,2,5,4,376.56,8.95,36.24,51,0,0
1,125.4,0.0,2,1,3,0,250.8,6.3,23.8,66,1,0
4,346.88,0.3,1,0,3,0,242.82,8.84,59.15,51,0,0
1,368.67,0.0,1,2,6,4,368.67,9.91,34.33,36,1,0
5,128.68,0.1,1,1,7,1,115.81,8.12,26.62,58,1,0
3,3.86,0.05,1,1,4,0,3.67,2.69,-2.4,69,1,0
5,43.23,0.0,2,3,6,1,86.46,8.02,17.92,40,1,0
0,17.96,0.0,1,3,5,0,17.96,5.63,2.45,24,0,0
6,7.69,0.05,2,2,5,2,14.61,4.01,1.83,27,0,0
6,5.19,0.2,2,4,4,3,8.3,4.66,-1.34,40,1,0
1,226.54,0.0,2,1,6,0,453.08,9.44,44.93,41,1,0
2,14.93,0.0,2,1,4,0,29.86,4.39,6.06,21,1,0
5,68.15,0.0,1,0,5,2,68.15,4.52,15.92,18,1,0
0,28.74,0.0,1,0,5,4,28.74,4.33,8.6,23,0,0
3,10.81,0.05,1,2,3,2,10.27,1.06,-0.24,46,1,0
6,10.98,0.0,1,2,5,3,10.98,1.74,2.65,23,0,0
2,30.99,0.0,2,1,6,1,61.98,6.89,14.8,42,1,0
6,16.69,0.15,1,2,4,2,14.19,3.9,1.78,33,0,1
2,41.77,0.0,1,1,3,2,41.77,6.48,8.14,38,1,0
6,13.08,0.0,1,1,7,1,13.08,2.14,3.09,59,0,0
3,6.22,0.1,1,1,4,0,5.6,3.61,-3.16,33,1,0
0,4.61,0.0,1,2,3,2,4.61,1.92,0.15,52,1,0
6,15.08,0.0,3,1,4,2,45.24,6.29,11.81,47,0,0
1,148.26,0.0,4,2,5,1,593.04,9.38,61.78,37,0,0
5,32.24,0.05,4,2,4,2,122.51,7.44,29.31,43,1,0
0,6.09,0.0,1,1,8,4,6.09,3.32,-0.58,33,0,0
2,18.97,0.1,1,1,6,3,17.07,6.19,-0.22,18,1,0
3,2.84,0.0,1,1,4,3,2.84,1.77,-1.54,38,2,0
0,5.26,0.0,1,1,4,0,5.26,2.79,-0.42,51,0,0
6,15.2,0.1,1,1,4,2,13.68,2.14,3.33,44,0,0
4,131.18,0.0,1,4,5,0,131.18,8.04,28.69,37,0,1
2,11.45,0.0,4,1,5,3,45.8,7.02,9.01,38,1,0
6,3.24,0.2,2,1,5,3,5.18,3.6,-1.53,46,1,0
1,253.96,0.1,2,4,7,1,457.13,8.21,46.65,65,1,0
0,97.65,0.05,1,1,5,3,92.77,7.75,34.0,35,0,0
0,16.44,0.1,1,2,5,2,14.8,3.7,2.96,47,0,0
2,49.41,0.05,1,4,6,3,46.94,4.91,11.52,65,1,0
1,120.19,0.0,1,2,5,0,120.19,7.49,6.93,19,2,0
4,31.93,0.0,2,4,3,2,63.86,5.65,12.23,41,1,0
1,153.52,0.0,1,1,7,3,153.52,9.07,9.35,22,1,0
4,306.65,0.0,3,0,5,0,919.95,11.75,245.84,39,0,0
1,682.33,0.0,3,5,7,1,2046.99,9.97,235.67,25,0,0
1,162.76,0.1,1,2,5,4,146.48,9.29,8.29,68,1,0
0,8.96,0.1,1,2,3,2,8.06,2.27,1.36,21,0,0
4,94.6,0.1,1,3,4,0,85.14,7.54,16.3,44,1,0
4,57.81,0.0,1,1,5,4,57.81,6.7,9.49,65,0,0
4,43.5,0.0,1,4,6,1,43.5,8.06,4.12,69,0,0
6,70.13,0.2,1,0,6,0,56.1,6.19,16.25,64,1,0
2,48.6,0.05,1,2,3,0,46.17,4.08,12.08,61,1,0
2,12.73,0.0,2,1,9,2,25.46,5.89,3.02,36,1,0
2,6.9,0.0,1,1,6,3,6.9,3.16,-0.75,35,0,0
1,304.78,0.05,1,1,6,3,289.54,9.77,24.97,44,0,0
3,9.69,0.0,2,1,4,3,19.38,3.43,-1.88,47,0,0
2,128.99,0.0,1,1,5,4,128.99,7.02,38.13,35,0,0
6,10.87,0.2,3,1,4,2,26.09,4.58,5.86,43,1,1
0,40.7,0.0,1,4,3,2,40.7,6.23,12.08,61,0,0
1,425.91,0.0,3,1,3,0,1277.73,10.98,142.35,49,0,0
5,89.21,0.0,1,4,4,2,89.21,7.48,19.28,53,2,0
1,1548.25,0.05,2,2,4,4,2941.68,12.46,340.54,35,0,0
6,30.76,0.15,2,3,6,3,52.29,7.33,13.59,52,0,0
3,7.99,0.0,3,2,4,2,23.97,6.34,-4.42,62,1,0
1,620.56,0.0,3,2,6,1,1861.68,12.28,211.12,48,0,0
3,3.85,0.0,2,3,4,4,7.7,5.29,-4.67,44,1,0
3,5.19,0.2,1,2,3,2,4.15,2.27,-1.94,50,1,1
4,107.05,0.15,1,1,5,2,90.99,6.42,19.06,33,1,0
6,24.1,0.05,1,1,5,4,22.9,6.15,3.01,56,1,1
4,263.15,0.0,1,1,5,4,263.15,6.97,66.71,55,2,0
6,5.83,0.0,1,5,4,3,5.83,3.22,-0.89,61,0,0
4,44.12,0.0,2,2,3,0,88.24,8.28,16.43,58,2,1
1,300.94,0.0,4,1,5,4,1203.76,12.95,131.5,69,1,0
1,234.95,0.0,2,2,5,4,469.9,9.31,47.08,37,1,0
5,64.59,0.0,1,1,6,3,64.59,5.67,13.71,28,0,0
0,3.27,0.05,1,4,5,4,3.11,2.68,-1.28,44,2,0
4,216.94,0.3,1,1,5,2,151.86,7.39,35.13,59,0,0
2,40.63,0.05,2,3,6,1,77.2,6.1,20.92,35,0,0
0,17.19,0.1,1,1,8,1,15.47,5.33,1.63,63,0,0
3,2.31,0.05,1,1,5,1,2.19,0.7,-0.52,55,1,0
4,346.38,0.0,2,1,4,3,692.76,11.56,182.41,67,1,0
4,87.16,0.05,1,5,5,1,82.8,6.98,16.2,66,0,0
6,52.36,0.0,1,4,5,4,52.36,5.01,15.93,41,1,0
3,11.53,0.0,1,4,4,4,11.53,4.85,-3.93,53,0,0
1,669.0,0.15,1,0,5,3,568.65,9.7,58.54,54,0,0
5,122.29,0.0,3,0,5,0,366.87,10.68,99.38,56,1,0
3,6.33,0.15,1,1,4,3,5.38,3.02,-2.59,47,1,0
3,12.85,0.05,1,1,5,3,12.21,2.29,-1.31,19,0,0
4,280.85,0.0,1,2,5,4,280.85,9.04,69.6,24,1,1
4,73.74,0.0,1,4,4,3,73.74,5.1,15.55,64,0,0
3,1.11,0.0,2,1,4,4,2.22,3.76,-3.58,52,1,1
1,888.46,0.1,1,1,3,0,799.61,11.51,84.44,54,0,0
2,47.14,0.0,1,0,3,2,47.14,5.43,11.07,31,1,0
1,59.63,0.0,1,1,5,1,59.63,4.56,2.6,46,1,0
5,13.7,0.05,2,4,7,3,26.03,6.2,1.61,52,1,0
0,45.81,0.1,1,0,5,3,41.23,4.95,13.6,69,1,0
6,9.86,0.0,1,2,5,3,9.86,3.48,0.46,33,0,0
6,5.0,0.0,1,1,5,0,5.0,1.56,0.44,23,0,0
4,101.19,0.0,1,4,3,2,101.19,8.62,19.71,30,1,0
5,370.23,0.0,1,3,6,4,370.23,7.16,103.91,38,1,0
2,7.71,0.0,1,1,4,4,7.71,3.38,-0.68,49,1,0
6,21.64,0.0,1,2,9,1,21.64,5.58,3.08,58,0,0
2,138.89,0.0,1,1,4,2,138.89,7.38,41.23,22,0,0
2,159.0,0.0,2,2,3,2,318.0,8.63,102.67,52,0,0
3,15.88,0.0,2,0,5,1,31.76,3.78,-1.24,23,1,0
1,301.58,0.1,1,3,4,4,271.42,7.33,25.24,20,0,0
3,3.89,0.1,1,2,6,1,3.5,3.91,-3.63,42,0,0
1,382.58,0.05,1,1,3,0,363.45,10.79,32.82,46,1,0
3,16.65,0.1,1,1,4,2,14.98,4.87,-3.67,66,0,0
6,10.21,0.0,1,1,4,2,10.21,2.46,1.62,33,2,0
5,78.6,0.1,1,2,6,4,70.74,5.88,15.34,43,0,0
2,196.01,0.0,1,1,5,3,196.01,8.95,59.65,25,0,0
6,17.99,0.0,2,3,4,4,35.98,5.56,8.83,64,0,0
6,11.63,0.0,1,3,5,4,11.63,4.87,-0.22,60,0,0
4,85.97,0.15,1,1,3,0,73.07,9.49,10.97,38,1,1
4,114.35,0.0,1,2,4,0,114.35,8.22,23.8,39,2,0
4,48.19,0.2,3,1,5,3,115.66,6.63,25.75,20,1,0
3,29.23,0.0,1,1,7,1,29.23,3.59,-1.25,27,2,0
4,78.15,0.0,1,2,7,2,78.15,5.45,16.43,58,0,0
3,1.63,0.1,1,5,7,1,1.47,2.96,-2.84,33,1,0
0,35.51,0.15,2,2,3,0,60.37,7.48,19.69,20,1,0
0,33.71,0.0,5,1,4,2,168.55,7.02,68.83,47,0,0
0,18.42,0.0,3,3,4,2,55.26,5.37,19.5,47,1,0
0,33.65,0.0,1,2,3,0,33.65,3.77,11.37,52,0,0
6,3.27,0.0,1,2,3,2,3.27,2.99,-1.68,38,1,0
6,5.96,0.0,1,2,5,4,5.96,2.77,-0.39,62,0,0
2,12.2,0.05,4,3,4,0,46.36,6.22,10.01,20,0,0
6,13.88,0.0,1,3,5,3,13.88,3.27,2.28,45,0,0
2,71.54,0.0,1,2,5,1,71.54,7.11,17.93,37,1,1
3,10.3,0.0,5,1,3,2,51.5,6.79,-2.67,39,0,0
6,15.82,0.2,1,0,7,4,12.66,4.85,0.21,28,1,0
4,130.0,0.0,2,0,4,3,260.0,7.95,64.85,23,1,0
1,183.35,0.15,1,1,5,4,155.85,7.55,11.15,43,0,0
2,121.8,0.0,1,1,7,4,121.8,7.22,35.41,26,0,0
6,3.83,0.05,1,1,4,2,3.64,1.41,0.05,48,0,0
1,337.67,0.1,1,3,4,3,303.9,8.82,27.65,49,0,0
0,14.83,0.1,1,5,5,3,13.35,3.16,2.85,38,1,0
2,112.12,0.1,3,1,4,0,302.72,8.69,97.26,18,0,0
2,37.4,0.0,4,2,5,3,149.6,7.61,44.75,62,0,1
0,36.04,0.05,2,1,5,0,68.48,6.01,24.81,34,0,0
1,382.59,0.0,1,0,8,1,382.59,10.53,35.38,22,0,0
4,62.51,0.1,1,4,3,0,56.26,6.21,9.54,43,1,0
4,124.3,0.0,1,1,5,3,124.3,7.28,27.52,43,0,0
5,24.08,0.2,3,4,5,1,57.79,6.26,11.08,62,0,0
0,24.49,0.0,1,3,3,2,24.49,3.98,7.04,64,1,0
0,14.08,0.0,1,5,5,4,14.08,3.83,2.51,48,0,0
2,75.33,0.0,1,2,4,0,75.33,6.17,20.2,68,0,0
0,34.33,0.0,1,1,5,1,34.33,5.4,10.05,68,1,0
4,168.27,0.0,1,2,4,0,168.27,8.3,38.82,62,1,0
1,244.43,0.05,1,2,4,3,232.21,8.27,19.6,18,1,0
4,15.03,0.05,1,4,4,0,14.28,3.73,0.27,50,0,0
0,35.18,0.0,3,4,7,1,105.54,7.02,40.47,39,1,0
2,146.6,0.15,4,0,3,2,498.44,7.88,166.57,26,0,0
5,93.37,0.0,1,0,3,2,93.37,5.71,22.3,68,0,0
4,270.27,0.1,1,1,6,1,243.24,7.89,60.22,64,0,0
3,3.95,0.0,1,5,4,4,3.95,2.63,-2.31,38,0,0
2,23.22,0.0,3,1,3,2,69.66,5.81,18.57,65,1,1
4,300.26,0.05,1,3,4,3,285.25,7.26,72.61,30,1,0
3,1.17,0.2,1,4,5,3,0.94,0.29,-0.21,32,0,0
0,8.38,0.0,1,2,7,3,8.38,3.66,0.11,38,0,0
4,79.1,0.1,2,1,5,4,142.38,5.77,34.1,47,0,0
4,95.63,0.05,3,1,5,1,272.55,8.6,67.71,21,0,0
0,26.08,0.0,1,1,4,3,26.08,4.72,7.02,19,1,0
2,39.6,0.05,2,3,6,1,75.24,7.19,19.14,37,0,0
0,15.58,0.0,1,3,5,3,15.58,3.45,3.56,69,0,0
1,203.35,0.0,1,1,4,3,203.35,6.66,17.74,35,1,0
4,18.49,0.15,1,1,5,0,15.72,5.35,-0.95,58,1,0
5,204.54,0.0,1,1,3,2,204.54,8.32,53.04,32,0,0
4,181.75,0.0,1,3,3,2,181.75,7.98,42.91,37,0,0
1,920.38,0.0,1,4,4,3,920.38,10.77,99.68,25,1,0
0,12.31,0.0,3,0,4,0,36.93,6.86,9.76,67,1,0
5,29.21,0.1,2,0,6,1,52.58,5.16,10.61,37,1,0
1,1624.18,0.0,2,1,6,3,3248.36,11.65,378.15,26,1,0
3,7.67,0.05,3,5,6,0,21.86,5.35,-3.6,39,1,0
6,14.0,0.05,1,2,6,2,13.3,3.46,1.86,61,0,0
0,14.44,0.0,1,3,6,1,14.44,3.35,3.15,46,0,0
2,11.83,0.0,1,0,7,1,11.83,5.4,-1.26,22,1,0
2,104.98,0.0,1,1,3,2,104.98,8.07,28.67,46,1,0
5,242.16,0.0,1,1,7,1,242.16,8.72,63.93,28,0,0
5,281.52,0.05,1,5,5,4,267.44,8.06,72.17,69,0,0
5,16.64,0.0,1,2,4,4,16.64,6.52,-1.53,45,1,0
3,36.47,0.15,1,1,6,1,31.0,5.68,-3.2,25,0,0
4,19.09,0.0,1,1,4,0,19.09,3.78,1.57,46,0,0
3,8.33,0.05,4,2,3,2,31.65,3.55,-1.02,43,1,0
3,1.57,0.0,1,1,4,0,1.57,0.9,-0.77,39,1,0
1,158.63,0.05,1,2,3,0,150.7,7.98,10.1,42,1,0
1,104.78,0.15,4,4,6,4,356.25,11.93,30.82,31,0,0
4,88.21,0.1,2,4,4,2,158.78,6.21,38.25,68,0,0
3,39.9,0.0,1,4,5,4,39.9,5.0,-1.81,38,1,0
5,44.35,0.0,2,2,4,4,88.7,6.35,20.26,22,1,0
6,8.23,0.0,2,0,6,4,16.46,6.16,0.42,68,0,0
4,125.68,0.1,1,1,5,4,113.11,5.67,26.0,33,0,0
4,39.94,0.0,1,2,5,3,39.94,7.31,3.87,29,0,0
5,34.42,0.0,1,5,7,1,34.42,5.25,5.08,27,1,0
3,9.71,0.1,1,4,5,1,8.74,3.92,-3.22,43,0,0
4,222.71,0.1,1,0,6,0,200.44,7.86,48.26,26,1,0
2,84.36,0.05,1,1,6,1,80.14,8.18,19.87,41,1,0
6,4.55,0.3,1,4,6,1,3.18,2.8,-1.53,41,1,0
2,138.59,0.1,1,0,3,2,124.73,6.48,37.18,37,1,0
0,31.17,0.0,3,5,4,3,93.51,6.6,35.48,55,0,0
5,87.48,0.0,1,1,3,0,87.48,6.86,19.38,53,1,0
2,32.77,0.1,1,3,4,2,29.49,5.7,4.62,55,0,0
0,3.9,0.05,1,1,3,0,3.7,3.24,-1.58,64,0,0
2,53.15,0.2,1,3,3,2,42.52,6.02,8.86,55,1,0
2,36.72,0.0,1,0,4,2,36.72,5.0,7.85,31,1,0
